python_yn,r_yn,spark_yn,mongodb_yn,tableau_yn,power_bi_yn,hadoop_yn,sql_yn,excel_yn,java_yn,tensorflow_yn,keras_yn,pytorch_yn,hadoop_yn2,communication_skills,analytical_skills,problem_solving,creativity,teamwork,leadership,gpa,experience_years,career_recommendation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,1,2.95,0,Digital Marketer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2.6,1,IT Project Manager
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,1,1,3.04,0,Web Developer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,3,2,1,3,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,1,2.64,1,Software Developer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,1,1,3.1,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.62,1,Software Developer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,2.88,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3.29,1,Web Developer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2.68,1,Software Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,1,4,1,1,2.94,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,3.24,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3.23,1,Oil & Gas Professional
1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,3,1,1,3,2.51,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,3.34,1,Oil & Gas Professional
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,3.34,1,Oil & Gas Professional
0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,2,3,2,2,1,3.29,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,2.36,1,Data Scientist
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,1,4,1,1,3.2,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,3.34,1,Oil & Gas Professional
0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2,1,1,3,3.53,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,1,4,2.76,1,Financial Analyst
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,2,3.04,1,Financial Analyst
1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2.6,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,3.12,1,Cloud Architect
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.4,0,Data Scientist
1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,3,3,4,2,4,2.64,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,1,3,2.2,1,Web Developer
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,1,1,2,2.96,1,Data Scientist
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,3.04,1,Software Developer
0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,1,2,2,1,1,3.14,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,2.85,1,AI/ML Engineer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,2,1,2.74,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3.5,1,Business Analyst
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,2.96,1,Human Resource Manager
0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,2,3,1,2,3.56,1,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3.19,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,2.96,0,Software Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2.89,1,Web Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2.62,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.4,0,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,3,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2.93,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,2.85,1,Data Scientist
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3.12,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3.08,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3.23,1,Oil & Gas Professional
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.96,1,IoT Engineer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,3,3,1,3,2.89,1,Data Scientist
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,3,3.13,0,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2.66,1,Software Developer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,4,1,3,3.38,1,Web Developer
0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,2,1,3.1,1,Software Developer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,2,1,2.96,1,Database Administrator
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,3,3.5,1,IT Project Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,3.08,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3.38,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3.15,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.66,1,Web Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,4,1,1,1,2,2.17,0,Data Scientist
1,1,0,0,1,1,0,1,0,0,0,0,0,0,4,4,3,4,1,4,2.64,1,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,3.1,0,Data Scientist
1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,3,1,1,1,1,2.8,0,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,1,2,2.85,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,1,2.66,1,Electrical / Electronics Engineer
1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4,2,1,1,1,3.14,0,Data Scientist
1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,4,2,1,1,1,3.18,1,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.87,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3.2,1,Financial Analyst
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,2,2.59,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,2.85,0,Electrical / Electronics Engineer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,3.16,1,Software Developer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,1,1,1,2.66,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,2,2.8,1,Electrical / Electronics Engineer
1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,2,1,1,2.4,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.42,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1.96,1,Supply Chain / Logistics Manager
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,3,2.8,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2.81,1,Supply Chain / Logistics Manager
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,3.12,0,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3.16,1,Supply Chain / Logistics Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3.38,0,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,2.85,0,Digital Marketer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,1,3,1,2,2.28,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,1,3,1,1,2.5,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.38,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,3.38,1,Human Resource Manager
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.96,1,IoT Engineer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,1,1,2.66,1,Data Scientist
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,2,3,1,4,2.36,1,Data Scientist
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,3,2,1,2.64,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2.74,0,Digital Marketer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,1,1,1,1,2.6,0,Data Scientist
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.6,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.66,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3.19,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.52,1,Supply Chain / Logistics Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,4,2.36,1,Digital Marketer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,1,2.12,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,3.08,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,1,2.32,0,Digital Marketer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,1,3,2.72,1,Digital Marketer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2.94,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,3,2.52,1,Web Developer
0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,1,2,1,2.96,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2.6,1,IT Project Manager
1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,2,1,2,1,3.12,1,Database Administrator
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2.73,0,Web Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,2.76,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2.68,1,Web Developer
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2.47,1,Software Developer
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2.96,1,Software Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,2,3.04,1,Software Developer
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,1,1,2.96,1,Oil & Gas Professional
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.04,1,Software Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,1,2.77,1,Data Scientist
1,0,0,0,1,1,0,1,0,1,0,0,0,0,4,4,3,4,1,4,3,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.32,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.15,1,Network Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.28,0,Business Analyst
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2.73,0,Oil & Gas Professional
1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,3,2,1,1,1,2.63,0,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3.42,1,Software Developer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,3.12,1,Software Developer
1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,4,3,4,1,4,2.99,0,Web Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,1,2.66,0,Data Scientist
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,2,1,1,1,3.06,1,Software Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,1,3.2,1,Data Scientist
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,1,1,3.38,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3.23,1,IT Project Manager
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,1,1,2.96,1,Oil & Gas Professional
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.48,1,Software Developer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,1,3,2.58,0,Data Scientist
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,2,3,2.7,0,Electrical / Electronics Engineer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.8,1,Electrical / Electronics Engineer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,2.83,1,Software Developer
1,0,0,0,1,0,0,1,1,1,0,0,0,0,4,2,3,4,2,3,3.19,1,Data Scientist
1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,3,2,3,1,4,2.85,1,AI/ML Engineer
1,0,0,0,1,1,0,1,0,1,0,0,0,0,3,2,2,1,1,1,2.66,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,4,2.91,0,Supply Chain / Logistics Manager
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,2,1,3.03,1,Software Developer
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,1,1,2.96,1,Oil & Gas Professional
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,1,2,3.12,1,Data Scientist
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,2,1,2,2.85,1,Software Developer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,2.2,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,3.12,1,Cloud Architect
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.51,0,Business Analyst
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,4,2.8,0,Data Scientist
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,2,1,1,1,2.8,0,Data Scientist
0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,1,2,2,1.44,1,Business Analyst
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2.28,0,Software Developer
1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,1,2.88,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,2.96,1,IoT Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,2.62,0,Digital Marketer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2.8,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,1,2,2.85,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,2.6,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,2,1.33,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,2.47,1,IoT Engineer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1,1,1,1,2.28,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,3.12,1,Cloud Architect
0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,4,1,4,3,1,IT Project Manager
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1,1,3.38,1,Software Developer
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,1,3.23,1,Data Scientist
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,3,3,1,1,2.88,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.56,1,Network Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,3.04,1,Cybersecurity Analyst
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2.89,1,AI/ML Engineer
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,2,1,3,2.95,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,2.39,1,Business Analyst
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,2.74,1,IoT Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,4,2.6,0,Digital Marketer
1,0,0,0,1,1,0,1,1,1,0,0,0,0,4,4,2,4,1,4,2.53,1,Data Scientist
1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,1,3,1,1,2.52,0,Data Scientist
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3.27,1,Cloud Architect
1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,1,1,3.34,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,3.09,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.84,0,Data Scientist
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2.48,1,IT Project Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.85,1,Human Resource Manager
1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,2,1,4,3.23,1,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2.62,1,Data Scientist
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,3,3,1,4,2,0,Data Scientist
0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,4,1,4,3.44,1,Data Scientist
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,4,1,1,2.96,1,Oil & Gas Professional
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2.96,1,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,4,3.23,1,Supply Chain / Logistics Manager
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,1,1,2.55,1,IT Project Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2.12,1,Data Scientist
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,2.93,1,Software Developer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.53,1,Electrical / Electronics Engineer
1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2.56,1,AI/ML Engineer
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,1,3.02,1,Web Developer
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,1,1,2.77,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,3.04,1,Cybersecurity Analyst
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,1,1,3.04,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,3.08,1,Business Analyst
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,4,3.42,1,Financial Analyst
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.96,1,Human Resource Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2.62,1,Digital Marketer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,3.53,1,Data Scientist
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,2,1,2.96,1,Database Administrator
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2.96,1,Software Developer
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,2,1,2.81,1,Database Administrator
1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,4,2,1,1,1,3.2,1,Data Scientist
1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,3,2,3,1,4,2.85,1,AI/ML Engineer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,4,1,1,1,3,3.27,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2.74,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2.85,1,Digital Marketer
1,1,0,0,1,1,0,1,0,0,0,0,0,0,4,4,1,3,1,3,2.76,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.4,1,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,1,3,2.62,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.42,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,2.47,1,IoT Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2.88,0,Web Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,3,3,1,3,2.68,1,Data Scientist
1,1,0,0,0,0,0,1,0,1,0,0,0,0,4,4,2,4,1,3,3.48,1,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.66,1,Software Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,3.47,1,Software Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,3,2,1,1,1,2.32,0,Data Scientist
0,1,0,0,1,1,0,1,0,0,0,0,0,0,4,4,3,3,1,3,2.47,0,Supply Chain / Logistics Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,2.7,1,IT Project Manager
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,3,1,4,2.97,0,Software Developer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,2.84,1,Mobile Developer
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3.27,1,Cloud Architect
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,3,3.5,1,IT Project Manager
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.96,1,Software Developer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,1,1,1,3,2.66,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,2,2.46,1,Business Analyst
1,1,0,0,1,1,0,1,0,1,0,0,0,0,4,4,3,4,1,3,3.04,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,3,2.91,1,IT Project Manager
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,2,1,1,2,2.76,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,4,2.88,1,Data Scientist
1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,3,1,1,3,2.29,0,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2.32,1,Digital Marketer
1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,2.62,0,Electrical / Electronics Engineer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,2.74,1,IoT Engineer
1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,2,1,2,1,3.12,1,Database Administrator
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,2.48,1,Data Scientist
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3.2,1,Software Developer
1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,3,3,1,4,2.4,1,Data Scientist
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2.6,1,Software Developer
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,1,4,2.74,0,Data Scientist
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,2,3.15,1,Digital Marketer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,1,4,2.97,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.85,1,Human Resource Manager
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,1,2,2.6,1,Data Scientist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,2.58,0,Data Scientist
0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,1,2.56,1,IT Project Manager
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,2,1,1,1,2.36,0,Data Scientist
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3,1,1,2.4,1,Software Developer
